XLocation,YLocation,Strength,Goal
92,151,0,False
75,159,0,False
170,122,-1,False
47,142,1,False
135,130,-1,False
47,191,1,True
125,136,0,False
61,163,0,False
47,122,-1,False
129,67,1,False
49,165,1,False
155,147,0,False
42,180,0,False
105,119,0,False
96,159,0,False
178,151,0,False
159,98,0,False
71,177,0,False
173,189,0,False
48,170,0,False
56,166,0,False
56,137,0,False
45,126,0,False
188,261,0,False
82,122,1,False
74,105,0,False
95,198,0,False
213,32,0,False
34,183,0,False
95,109,0,False
200,231,1,False
152,101,0,False
31,172,0,False
64,229,0,False
118,156,1,False
124,107,0,False
126,158,0,False
150,149,0,False
42,197,1,False
75,123,0,False
59,168,0,True
208,216,0,False
77,229,0,False
115,165,0,False
40,134,0,False
187,159,0,False
209,31,0,False
200,45,0,False
97,150,0,True
100,165,0,False
191,68,0,False
82,137,0,False
61,127,0,False
61,186,0,False
82,89,0,False
50,157,0,False
75,127,0,False
157,82,0,False
117,225,0,False
45,163,0,False
189,82,0,False
43,170,0,False
58,156,0,False
80,201,0,False
152,70,0,True
109,73,0,False
149,67,0,False
210,11,0,False
197,238,0,False
120,70,0,False
93,195,0,False
60,157,0,False
39,208,0,False
129,229,0,False
107,161,1,False
118,68,1,False
63,139,0,False
147,61,0,True
77,255,0,False
103,261,0,False
70,214,0,False
127,61,1,False
81,35,1,False
85,77,-1,False
132,147,0,False
67,228,0,True
169,45,0,False
39,177,0,False
75,166,0,False
101,60,0,False
35,120,0,False
38,222,0,False
132,63,0,False
95,147,0,False
92,78,0,False
55,146,0,True
115,234,0,False
135,237,0,False
44,258,0,False
71,254,0,False
70,270,0,False
83,79,0,False
186,89,0,False
80,213,2,False
83,97,2,True
123,258,1,False
206,263,1,False
57,170,0,False
93,27,0,False
107,30,0,False
197,265,0,False
135,279,0,False
58,110,0,False
96,243,0,False
122,140,0,False
101,101,0,True
94,182,0,False
67,191,0,False
59,105,-1,False
73,237,1,False
157,146,0,False
80,116,0,False
97,79,0,False
116,54,0,False
192,87,0,False
71,188,0,False
122,203,0,False
132,101,0,False
68,186,0,False
202,229,0,False
112,163,0,True
53,201,0,False
64,171,0,False
58,156,0,False
78,155,0,False
140,181,-1,False
151,232,1,False
137,225,1,False
116,218,0,False
195,220,0,False
68,97,0,False
183,245,0,False
81,111,0,False
94,146,0,False
102,201,0,False
159,70,0,False
108,159,0,False
115,153,0,False
146,162,0,False
131,109,0,False
37,69,0,False
43,125,0,False
91,171,0,False
113,219,0,False
56,185,0,False
216,262,0,False
80,214,0,False
130,83,0,False
98,81,0,False
81,128,0,False
72,190,1,False
140,87,1,False
47,123,1,False
207,222,1,True
201,89,0,False
199,261,0,False
54,133,1,True
192,264,0,False
93,138,0,False
113,157,0,False
76,233,0,False
152,263,0,False
205,50,0,False
201,43,0,False
155,115,0,False
190,229,0,False
129,159,0,False
41,162,0,False
88,132,0,False
84,163,0,False
74,177,1,False
129,115,2,False
75,159,1,False
188,42,0,False
170,72,0,False
83,180,0,False
204,150,0,False
67,210,0,False
116,75,0,False
118,213,0,False
146,207,0,False
109,132,0,False
195,127,1,False
184,224,1,False
59,203,-1,False
196,117,0,False
195,61,0,False
56,154,0,False
130,191,1,False
145,168,1,False
86,39,0,False
99,131,-1,True
130,181,0,False
197,223,0,False
141,144,2,False
181,114,2,True
53,196,0,False
171,100,0,False
83,220,0,False
113,89,0,False
99,177,0,False
207,132,0,False
80,93,0,False
105,279,0,False
117,46,0,False
117,204,0,True
157,135,0,False
261,48,0,False
170,51,0,False
188,193,0,False
188,227,1,False
142,88,1,False
110,164,1,False
118,165,0,False
122,214,0,True
111,92,0,False
135,113,0,False
133,202,0,True
102,113,0,False
207,31,0,False
42,129,0,False
60,153,0,False
209,26,0,False
89,73,0,False
103,155,0,False
119,226,0,False
173,225,0,False
254,226,0,False
159,267,0,False
213,26,0,False
212,91,0,False
190,266,0,False
104,27,0,False
63,75,0,False
133,97,0,False
117,177,0,False
112,203,0,False
148,195,0,False
173,152,0,False
159,83,0,False
125,72,1,False
42,163,0,False
144,12,0,False
105,219,0,False
210,141,1,False
174,73,1,False
32,168,0,True
141,126,0,False
196,101,0,False
188,160,0,False
104,110,0,False
196,115,1,False
51,128,1,False
185,180,1,False
83,75,0,False
59,221,0,False
48,138,0,False
36,168,0,False
181,257,0,False
81,191,1,False
209,171,1,False
86,142,1,True
211,213,-1,False
94,83,1,False
216,91,1,False
127,279,0,False
52,139,0,True
195,87,0,False
143,166,-1,False
74,203,0,False
165,245,0,False
213,225,0,False
283,164,0,False
104,113,0,True
103,263,0,False
279,59,0,False
92,187,0,False
46,157,0,False
78,179,0,False
40,129,0,False
210,179,0,False
108,75,0,False
49,132,0,False
173,231,0,False
34,134,0,False
209,238,0,False
274,146,0,False
111,129,0,False
95,129,0,False
104,219,0,False
52,101,0,False
67,189,0,False
48,153,0,False
39,113,0,False
50,171,0,False
57,137,0,True
121,45,0,False
74,268,0,False
176,99,1,False
152,66,0,False
93,75,1,False
122,90,1,False
47,109,0,False
99,154,0,True
53,75,0,False
133,81,0,False
51,171,0,False
71,186,0,False
110,169,0,False
271,147,-1,False
105,215,0,False
108,86,0,False
156,87,1,False
57,156,1,False
93,262,-1,False
110,34,0,False
90,81,0,False
138,24,0,False
92,114,0,False
196,35,0,False
80,110,0,False
69,262,0,False
212,223,0,False
135,70,1,False
199,105,0,False
78,196,-1,False
129,117,-1,False
120,270,0,False
141,147,0,False
112,221,0,False
109,47,1,False
129,15,0,False
54,174,0,False
82,50,0,False
177,46,0,False
102,265,0,False
195,171,0,False
57,180,0,False
63,161,0,False
177,183,0,False
40,180,0,False
150,265,0,False
182,56,0,False
115,198,0,False
269,207,0,False
142,175,0,False
183,250,1,False
93,115,1,False
165,57,0,False
177,262,0,False
189,273,0,False
119,134,1,True
77,174,-1,True
199,231,0,False
50,72,0,False
146,31,0,False
132,269,1,False
127,146,1,False
51,151,1,False
55,153,1,True
201,243,0,False
158,97,0,False
89,158,0,False
189,36,0,False
83,148,0,False
73,179,0,False
106,199,1,False
105,202,-1,False
85,41,1,True
100,44,1,False
159,159,0,False
104,126,0,False
134,211,0,False
57,142,0,False
117,141,0,True
61,206,0,False
41,176,0,False
43,176,0,False
38,123,0,False
136,71,0,False
71,142,-1,False
61,182,0,False
103,117,2,True
117,242,0,False
105,253,0,False
87,87,1,False
128,259,0,False
103,38,0,False
49,195,0,False
82,149,0,False
191,237,0,False
114,147,0,False
58,255,2,False
76,197,2,False
140,123,2,False
211,201,0,False
68,196,0,False
65,111,0,False
112,66,1,False
159,224,-1,False
132,78,1,False
32,177,0,False
212,235,0,False
45,177,0,False
113,150,0,False
159,269,0,False
153,71,0,False
204,185,0,False
38,81,0,False
202,51,0,False
291,83,0,False
116,101,0,False
203,182,1,False
37,113,0,False
205,29,0,False
149,87,0,False
48,69,0,False
61,151,0,False
119,196,0,False
57,166,0,False
89,102,0,False
54,137,0,False
116,234,0,False
150,43,0,False
198,12,-1,False
206,279,0,False
221,27,0,False
120,195,0,False
134,89,0,False
39,173,0,False
81,106,0,True
149,45,0,False
50,151,0,False
187,212,0,False
70,91,0,False
69,177,0,True
179,75,0,False
170,245,0,False
176,198,0,False
109,182,0,False
199,261,0,False
86,213,0,False
129,219,1,False
52,140,0,True
136,88,0,False
67,156,0,False
60,171,0,True
75,168,0,True
141,132,1,False
127,72,1,False
165,174,1,True
66,141,-1,False
167,146,0,False
210,35,0,False
50,112,1,False
129,229,1,False
192,212,0,False
63,249,0,False
145,159,0,False
188,47,0,False
187,164,0,False
99,213,0,False
58,148,1,True
271,148,0,False
72,206,0,False
65,154,0,True
162,188,0,False
91,31,0,False
65,246,0,False
182,97,0,True
170,81,1,False
144,231,1,False
266,272,-1,False
217,48,0,False
187,51,0,False
195,33,0,False
62,177,-1,False
60,110,0,False
177,187,0,False
108,129,1,False
283,43,-1,False
187,237,1,False
84,228,1,False
168,232,1,False
276,86,0,False
163,199,0,False
159,152,0,True
170,46,0,False
41,282,0,False
110,165,0,True
93,165,1,False
119,43,0,False
132,39,0,False
144,126,0,False
203,55,0,False
123,118,0,False
200,269,0,False
81,189,0,False
133,110,0,False
85,196,0,False
212,264,0,False
59,154,0,False
57,147,1,False
82,249,0,False
236,251,-1,False
83,94,0,False
183,26,0,False
162,96,0,False
149,189,2,False
156,62,2,True
58,180,-1,False
57,165,0,True
73,148,0,False
171,264,0,False
57,201,0,False
70,175,0,False
153,111,0,False
119,111,0,True
154,126,0,True
176,273,0,False
195,68,0,False
146,279,0,False
45,113,0,False
146,261,0,False
124,177,0,False
162,47,0,False
38,115,0,False
240,152,0,False
65,136,0,False
45,100,0,False
111,282,0,False
182,287,0,False
128,12,0,False
81,161,0,True
164,225,1,False
58,244,1,False
177,148,0,False
122,147,0,False
246,278,0,False
61,157,0,False
200,21,0,False
197,250,0,False
96,214,0,False
61,133,0,False
41,126,0,True
177,201,0,False
75,49,0,False
32,98,-1,False
199,244,-1,False
244,120,0,False
141,189,0,False
81,207,1,True
98,121,-1,False
61,46,0,True
104,67,0,False
82,219,0,False
152,149,0,False
128,152,0,False
103,59,0,False
69,159,0,False
160,33,0,False
149,169,0,False
175,254,0,False
53,192,0,False
261,43,0,False
86,195,-1,True
68,164,1,True
211,63,0,False
74,177,0,False
117,125,1,False
147,233,1,False
77,171,1,False
159,75,1,False
177,207,1,True
187,17,0,False
81,106,0,False
110,56,0,False
105,225,0,False
97,277,0,False
41,200,0,False
53,122,0,False
208,31,0,False
196,23,0,False
206,56,0,False
75,122,0,False
158,241,0,False
204,25,1,False
104,235,1,False
69,68,1,True
87,264,0,False
118,147,1,False
61,39,0,False
151,147,0,False
112,76,0,False
77,192,0,False
132,35,0,False
108,192,1,False
166,122,0,False
165,27,0,False
189,64,0,False
123,224,0,False
77,190,0,False
200,45,0,False
148,227,0,False
57,177,0,True
87,14,0,False
81,124,0,False
103,169,0,False
109,250,0,False
72,135,0,False
43,175,0,False
64,85,-1,False
111,161,1,False
102,228,1,False
98,80,1,False
71,221,0,False
95,157,1,False
81,175,-1,False
64,201,0,True
48,215,0,True
170,247,-1,False
116,28,1,False
116,261,0,False
197,78,0,False
90,141,0,False
50,179,0,False
57,137,0,False
48,135,0,True
200,50,0,False
183,118,0,False
81,77,0,False
81,214,0,False
140,33,0,False
54,28,0,False
76,219,0,False
194,255,0,False
163,44,-1,False
132,175,1,False
178,243,0,False
68,236,0,False
73,142,0,False
81,26,0,False
106,132,1,False
196,166,0,False
259,99,0,False
190,122,0,False
189,24,0,False
116,261,0,False
134,137,0,False
171,219,1,False
65,155,1,False
128,20,0,False
150,55,0,False
65,85,0,False
119,182,0,False
84,65,0,False
125,66,0,False
177,32,0,False
210,140,0,False
81,150,0,False
140,23,0,False
43,265,0,False
81,244,1,False
58,134,1,True
161,211,-1,False
91,136,1,False
93,126,0,True
245,143,0,False
173,139,0,True
211,54,0,False
72,142,0,False
173,41,0,False
38,176,0,False
193,98,0,False
193,195,1,False
171,93,1,False
114,82,1,True
108,152,1,False
113,73,1,False
193,262,0,False
198,273,0,False
171,258,0,False
47,158,1,False
62,134,1,False
135,245,0,False
84,141,-2,False
139,145,2,False
100,239,1,False
65,62,0,False
210,164,0,False
80,98,0,False
210,176,0,False
53,192,0,False
147,254,0,False
211,147,0,False
128,33,0,False
141,262,0,False
67,207,0,False
91,59,0,False
158,153,0,False
84,146,0,True
49,139,0,False
102,222,0,False
42,178,0,False
107,51,0,False
197,190,0,False
80,161,0,True
96,231,0,False
135,87,0,False
95,154,0,False
73,145,0,False
185,248,0,False
91,206,0,False
130,189,0,False
71,173,0,False
53,129,1,False
56,212,-1,False
39,92,1,False
162,219,-1,False
161,58,0,False
57,82,0,False
74,89,0,False
176,69,0,False
179,50,0,False
50,114,0,False
52,188,0,False
177,73,0,False
49,142,0,False
109,84,0,True
206,144,0,False
191,91,0,False
197,57,0,False
107,26,0,False
199,261,0,False
149,41,0,False
128,71,1,False
153,63,1,False
51,198,-1,False
164,172,1,False
95,243,0,False
159,170,0,True
201,243,0,False
56,129,0,False
69,166,0,False
191,82,1,False
51,190,0,False
186,189,0,False
192,33,0,False
46,121,0,False
85,176,0,False
74,89,0,False
233,143,0,False
177,190,0,False
44,189,0,False
135,66,0,False
131,237,0,False
142,231,0,False
116,246,0,False
176,249,0,False
125,108,1,False
96,241,1,False
101,64,1,False
152,159,-1,False
97,150,0,True
164,38,0,False
32,182,0,False
49,105,0,False
109,138,0,False
76,210,0,False
143,260,0,False
106,159,0,False
107,82,0,False
70,148,0,False
61,99,0,False
182,57,0,False
50,75,0,False
75,97,0,False
204,229,1,False
165,206,1,False
57,114,-1,False
79,81,0,True
117,202,-1,True
188,130,1,False
155,163,0,False
141,84,0,False
124,204,0,False
129,123,0,False
75,189,0,False
49,192,0,False
67,197,0,False
76,149,0,False
163,236,0,False
194,225,1,False
50,107,1,False
192,135,1,False
76,96,1,False
195,19,1,False
161,153,1,False
149,151,0,False
37,187,0,False
55,123,1,False
91,147,1,True
194,42,1,False
51,241,-1,False
189,257,-1,False
86,212,0,False
90,121,0,False
60,118,0,False
103,176,0,False
118,282,0,False
68,216,0,False
80,75,0,False
87,168,0,False
68,194,0,False
69,63,0,False
121,123,0,False
137,73,0,False
135,74,0,False
218,291,0,False
60,154,0,False
113,66,0,False
141,135,0,False
41,118,0,False
80,195,0,False
40,193,0,False
81,141,0,False
69,175,0,True
53,149,0,False
116,83,1,False
106,233,1,False
51,157,0,False
175,286,0,False
166,144,0,False
216,47,1,False
101,152,1,False
58,165,0,False
53,169,0,False
178,42,0,False
199,78,1,False
84,183,2,False
58,129,-1,False
54,141,1,True
61,144,0,False
59,135,0,False
150,10,0,False
144,36,0,True
68,120,0,False
41,137,0,True
57,144,0,False
42,158,0,True
57,148,0,True
105,286,0,False
52,90,0,False
78,87,0,False
128,280,0,False
110,91,-1,False
113,38,1,False
54,100,0,False
60,119,1,False
66,83,1,False
40,165,1,False
92,147,1,False
66,96,2,False
68,117,-1,False
191,150,1,False
78,134,0,True
43,164,-1,False
196,137,1,False
171,32,1,False
51,166,0,False
111,82,0,True
68,177,0,False
98,155,0,False
93,206,1,False
123,225,1,False
43,170,1,False
96,92,1,False
54,134,1,True
43,211,0,False
95,269,1,False
137,166,0,False
135,224,1,False
101,55,1,False
94,198,0,False
93,140,1,False
69,149,1,False
48,180,0,False
45,77,0,False
58,151,0,False
198,225,0,False
98,167,1,False
90,255,1,False
200,181,0,True
112,146,0,False
86,106,0,True
125,99,1,False
131,198,1,False
147,117,0,False
163,149,0,True
39,178,0,False
58,163,0,False
50,177,0,False
47,183,0,False
141,74,-1,False
92,75,1,False
141,225,0,False
56,150,0,False
102,210,0,False
194,256,0,False
202,204,0,False
99,187,0,False
182,229,0,False
164,194,0,False
54,169,0,False
64,179,1,False
41,132,1,True
184,182,-1,False
186,135,-1,False
275,194,0,False
50,118,0,False
57,151,0,False
77,136,0,False
118,131,0,False
115,207,0,False
83,186,0,False
158,232,0,False
36,102,1,True
175,201,-1,False
243,155,-1,False
127,69,0,False
135,18,0,False
77,86,0,False
96,138,1,False
44,198,1,True
45,188,-1,False
121,246,0,False
131,74,0,False
101,244,0,False
57,128,1,True
206,172,1,False
76,215,1,False
33,126,0,False
98,68,0,True
47,171,0,True
148,134,0,False
103,80,0,True
184,36,0,False
289,165,0,False
192,269,0,False
95,285,0,False
60,150,0,False
92,165,1,False
53,150,1,False
48,155,1,False
47,117,1,False
185,273,0,False
237,154,0,False
185,30,0,False
69,135,0,True
52,166,0,True
76,68,0,False
99,154,0,False
99,162,0,True
38,51,0,False
84,231,0,False
103,154,0,False
71,151,0,False
65,153,0,False
89,112,0,False
98,285,1,False
89,65,-1,False
137,243,1,False
76,193,1,True
102,69,0,False
149,53,1,True
169,34,-1,False
159,21,0,False
60,147,0,False
59,117,0,False
138,119,0,False
143,191,0,False
58,273,0,False
58,153,0,False
70,150,0,False
45,171,-1,False
60,184,1,False
57,181,1,False
87,224,1,False
92,77,1,False
204,254,0,False
65,155,0,False
80,287,0,False
135,180,0,False
176,204,0,False
163,27,2,False
81,89,0,False
123,129,0,False
96,72,0,False
82,183,0,False
56,211,2,False
163,88,2,False
55,152,0,False
36,141,0,True
147,51,0,False
57,183,0,False
126,222,0,True
283,60,0,False
43,99,0,False
70,231,0,False
78,76,1,False
67,129,0,True
266,267,0,False
192,75,0,False
72,151,0,False
171,51,0,False
57,169,0,True
74,70,0,False
90,225,0,False
92,151,0,False
105,25,1,False
208,49,0,False
42,164,0,False
73,235,0,False
50,185,0,False
189,38,0,False
264,172,0,False
174,247,0,False
52,172,0,False
88,159,0,False
222,260,0,False
159,121,0,True
75,31,0,True
177,183,0,False
156,279,1,False
37,206,2,True
96,117,2,False
66,177,0,False
65,117,0,True
188,273,0,False
175,176,0,False
231,180,0,False
233,89,0,False
218,249,0,False
196,31,0,False
61,195,1,False
114,261,1,False
135,58,1,True
111,170,1,False
43,124,0,False
215,157,0,False
168,99,0,False
71,59,1,False
68,107,1,False
52,172,1,False
135,21,1,False
256,51,0,False
44,137,0,False
151,56,1,True
29,179,1,True
149,180,-1,False
183,203,-1,False
137,268,0,False
131,243,0,False
186,270,0,False
150,233,0,False
38,197,0,False
77,175,0,True
57,137,0,False
170,40,0,False
289,11,0,False
290,44,0,False
36,237,0,False
88,88,0,False
101,33,0,False
150,267,0,False
57,111,0,True
188,102,0,False
67,22,0,False
184,57,0,False
181,272,0,False
214,232,0,False
62,159,0,False
179,149,0,False
95,229,0,False
53,189,0,False
55,263,0,False
103,169,0,True
160,141,0,False
213,142,0,False
59,213,0,False
147,51,0,True
141,69,0,False
141,216,0,False
49,111,0,False
48,165,0,True
150,22,0,False
186,45,0,False
194,44,0,False
198,13,0,False
37,132,0,True
56,207,0,False
63,104,0,False
144,225,1,False
160,74,1,False
57,171,1,False
214,156,1,False
184,156,0,False
189,267,0,False
160,189,0,False
84,96,0,False
143,245,0,False
192,247,0,False
104,243,0,False
98,99,0,True
153,141,0,False
79,105,0,False
124,99,0,False
187,51,0,False
128,249,0,False
45,135,0,False
70,178,0,True
76,184,1,False
50,129,1,True
211,121,-1,False
73,201,0,False
205,69,0,False
195,163,1,False
51,173,1,True
127,255,0,False
177,249,0,False
71,238,0,False
198,69,0,False
80,148,0,False
46,133,1,True
106,61,-1,False
133,67,1,False
139,167,1,True
198,219,1,False
212,17,1,False
195,247,0,False
58,88,0,False
175,31,0,False
58,167,0,True
99,162,0,True
154,267,0,False
110,192,0,False
149,44,0,False
92,92,0,True
65,123,0,False
209,129,0,False
207,153,0,False
136,129,0,False
176,225,0,False
122,210,0,False
179,197,0,False
57,163,0,False
87,225,0,False
115,36,0,False
52,182,0,False
33,243,0,False
44,118,-1,False
102,50,0,False
152,134,0,False
66,117,0,False
81,99,0,False
44,122,0,True
98,195,0,False
174,67,0,False
48,118,0,False
123,145,0,False
98,227,1,False
200,195,1,False
179,235,1,False
160,103,0,False
87,173,0,False
160,277,0,False
69,133,-1,False
124,111,0,False
185,220,0,False
84,204,0,False
88,203,0,False
68,128,0,False
207,40,0,False
136,58,0,False
204,92,1,False
34,176,1,False
36,170,1,False
64,199,0,False
275,146,0,False
116,172,0,False
126,72,0,False
117,224,1,False
189,45,1,False
81,199,1,False
141,51,0,False
101,160,0,False
129,224,0,False
204,256,0,False
144,68,0,False
58,51,0,False
74,206,0,False
62,75,0,False
112,73,0,False
259,76,0,False
37,194,0,False
187,203,0,False
201,128,-1,False
153,105,1,False
151,91,-1,False
98,126,1,False
65,195,-1,False
116,219,1,False
146,243,1,False
187,189,1,False
155,147,1,False
162,166,-1,False
110,100,-1,False
126,100,1,False
51,151,0,False
93,189,0,False
99,201,1,False
146,231,0,False
85,212,0,False
195,267,0,False
89,52,0,False
73,158,0,False
191,75,0,False
55,172,0,False
75,138,0,False
94,90,0,False
78,206,0,False
50,163,0,False
202,36,0,False
146,224,1,False
177,73,1,False
141,64,-1,False
111,219,1,False
102,168,1,False
72,178,0,True
135,129,-1,False
147,132,1,False
130,142,-1,False
122,164,1,False
118,101,1,False
148,29,0,False
177,147,0,False
72,134,0,True
60,133,1,False
43,174,0,False
93,185,-1,False
138,181,0,False
202,21,0,False
216,184,0,False
80,144,0,False
57,171,0,False
86,212,0,False
97,186,0,False
152,81,0,False
63,153,0,False
74,135,0,False
49,161,0,False
109,144,0,False
74,157,0,False
64,54,0,False
92,248,0,False
48,67,-1,False
115,76,1,False
159,68,1,False
179,107,0,False
201,279,0,False
204,27,0,False
152,237,0,False
58,126,0,False
196,32,0,False
139,27,0,False
41,213,-1,False
160,99,1,False
129,77,1,False
136,62,0,False
78,180,0,False
88,126,0,True
206,88,0,False
121,160,0,False
99,213,0,False
156,36,0,False
182,236,0,True
163,129,0,False
200,34,0,False
207,56,0,False
197,149,0,False
106,103,0,False
182,215,0,False
108,87,0,False
39,122,0,False
156,48,0,False
158,109,1,False
48,204,0,False
184,76,0,False
73,277,0,False
78,54,0,False
57,183,0,False
162,280,0,False
54,47,0,False
93,39,0,False
117,138,0,False
161,27,0,False
90,188,0,False
103,83,0,True
88,147,0,False
83,188,1,False
51,212,1,False
193,108,0,False
85,75,0,False
105,164,0,False
206,28,0,False
132,192,0,True
58,144,1,False
189,261,1,False
170,219,0,False
144,200,0,True
195,264,0,False
137,219,0,False
207,19,0,False
67,191,0,False
98,155,1,False
41,135,1,False
111,240,-1,False
157,269,0,False
54,140,0,False
50,133,0,False
62,60,0,False
93,253,0,False
212,239,0,False
155,260,0,False
108,155,0,False
218,237,0,False
143,223,0,False
135,55,-1,False
93,132,1,False
126,47,-1,False
61,151,1,True
205,179,-1,False
52,148,1,False
45,153,1,False
124,153,-1,False
81,158,0,False
108,18,0,False
49,162,0,False
100,179,0,False
50,159,0,False
83,153,1,False
144,81,1,True
177,281,-1,False
88,196,1,False
45,112,0,False
201,238,1,False
67,114,1,False
200,133,0,False
121,52,0,False
83,249,0,False
34,126,0,False
57,159,1,False
57,163,1,False
229,265,-1,False
140,125,0,False
133,30,0,False
56,171,0,False
83,64,0,False
245,259,0,False
95,129,0,False
45,116,0,False
114,282,0,False
219,219,0,False
99,75,0,False
127,93,0,False
47,149,0,False
216,11,0,False
194,105,0,False
104,97,1,False
44,171,1,False
43,129,0,False
87,179,0,False
216,286,0,False
59,154,0,False
101,213,0,False
91,254,0,False
283,240,0,False
236,87,0,False
88,117,1,True
78,195,1,False
99,93,0,False
91,157,0,False
84,160,2,False
74,129,2,True
137,195,2,False
118,137,1,False
69,194,1,False
74,114,-1,False
91,181,0,False
119,51,0,False
73,179,0,False
178,153,0,False
180,225,1,False
149,194,1,False
133,116,1,False
143,85,0,False
129,151,0,False
110,93,1,False
116,133,-1,False
103,189,-1,False
78,137,0,True
116,255,1,False
78,139,1,True
104,153,0,False
61,125,0,False
149,222,0,False
157,85,0,False
80,100,0,False
177,243,0,False
163,178,0,False
125,215,0,False
71,131,0,False
132,71,0,False
117,82,0,True
117,222,0,False
153,207,0,False
114,123,0,True
144,53,0,False
94,125,-1,False
145,247,1,False
140,87,1,False
161,197,0,False
189,155,0,False
141,99,1,False
84,191,1,False
131,117,1,False
65,190,1,False
110,237,0,True
97,113,0,False
88,62,0,False
99,158,0,True
194,39,0,True
260,45,0,False
61,117,-1,False
49,175,1,False
45,117,1,False
99,81,1,False
181,50,0,False
131,188,0,False
63,154,0,False
54,185,0,False
114,169,0,False
110,164,0,True
86,273,0,False
57,166,0,False
93,100,0,False
68,27,0,False
57,135,0,False
140,261,0,False
52,178,0,True
115,259,0,False
232,36,0,False
198,84,0,True
82,171,0,False
197,273,0,False
168,269,0,False
46,156,0,False
133,215,0,False
169,30,0,False
99,230,-1,False
199,192,1,False
170,87,0,False
62,154,0,False
102,115,0,False
53,24,0,False
86,108,0,False
50,182,0,False
182,225,0,False
87,184,0,False
216,21,0,False
51,172,0,False
83,193,0,False
187,251,0,False
211,155,0,False
64,225,0,False
69,172,0,True
89,233,0,False
59,192,0,False
194,23,0,False
200,252,0,False
48,248,0,False
83,150,0,True
115,93,0,False
59,135,0,True
290,74,0,False
86,153,0,True
267,47,0,False
71,88,0,False
191,64,0,False
51,144,0,False
47,123,0,False
42,180,0,False
101,87,0,False
188,251,0,False
83,75,0,False
204,260,0,False
76,183,0,True
93,123,0,True
89,166,0,False
61,138,0,False
197,123,1,False
176,93,0,False
81,99,1,False
93,98,0,True
103,139,0,False
141,192,0,False
158,272,0,False
185,46,0,False
70,80,0,False
196,260,0,False
188,249,0,False
171,63,0,False
188,241,0,False
40,171,0,False
123,147,0,False
79,221,0,False
117,89,0,False
102,260,0,False
200,53,1,False
91,110,1,False
34,220,0,False
177,80,0,False
129,257,0,False
115,267,0,False
139,48,0,False
83,147,0,True
82,221,0,False
147,149,0,False
125,71,0,False
74,108,1,False
96,113,1,True
149,81,0,False
60,138,0,True
97,182,0,False
58,67,0,False
116,31,0,False
189,188,0,False
192,269,0,False
157,257,0,False
167,249,0,False
58,96,0,False
150,144,0,False
72,184,0,True
52,90,0,False
64,108,0,False
30,128,0,False
127,212,0,False
92,86,0,True
49,73,0,False
140,276,0,False
178,113,0,False
130,210,0,False
56,148,0,False
96,90,0,True
51,134,0,False
68,133,0,False
53,129,0,False
69,235,0,False
70,65,0,False
188,226,0,False
136,245,0,False
75,165,0,False
59,173,1,False
90,161,0,False
194,148,0,False
109,166,0,True
168,75,0,False
164,136,1,True
281,264,-1,False
101,175,1,False
91,165,1,False
204,111,1,False
132,212,1,False
215,172,1,False
207,166,1,False
66,136,1,False
98,124,0,False
57,133,0,False
129,121,0,False
41,171,0,False
107,150,0,False
172,57,0,False
154,58,0,False
205,110,0,False
135,140,0,True
67,166,0,False
80,129,0,False
104,182,0,False
68,159,0,False
50,132,0,False
83,147,0,False
98,153,0,True
196,263,0,False
129,80,0,False
56,147,1,False
131,189,2,True
207,231,1,False
283,227,0,False
39,161,0,False
120,189,0,True
191,237,0,False
103,93,0,False
62,160,0,False
212,183,0,False
47,225,0,False
59,132,0,False
100,137,1,False
125,227,-1,False
120,219,0,False
155,198,0,False
209,99,0,False
59,142,0,False
183,168,0,False
126,164,0,True
68,163,0,False
150,87,0,False
111,251,0,False
47,173,0,False
154,20,0,False
127,244,0,False
207,241,0,False
165,246,0,False
184,260,0,False
137,98,0,False
120,140,0,False
84,179,0,False
136,59,0,False
191,217,0,False
184,52,0,False
90,153,0,False
103,139,0,False
127,204,0,False
195,43,1,False
54,152,0,False
214,111,0,False
80,109,0,False
37,128,0,True
160,181,0,False
90,178,0,False
116,135,0,False
148,171,0,False
50,106,0,False
135,226,0,True
58,125,0,False
60,134,0,False
145,81,0,False
191,92,0,False
103,91,0,False
58,138,0,False
99,228,0,False
45,200,0,False
189,75,0,False
197,76,0,False
146,255,0,False
45,132,0,False
81,117,0,False
51,145,0,False
51,155,0,False
67,151,0,False
87,72,0,False
68,155,0,False
196,93,1,False
38,131,1,False
83,144,-1,False
123,228,2,True
199,155,2,True
118,157,0,False
97,136,0,False
87,207,0,False
87,125,0,False
62,167,0,False
201,245,0,False
200,127,0,False
105,95,0,False
222,179,0,False
39,230,0,False
70,159,0,False
169,213,0,False
88,81,0,False
31,136,0,True
87,222,0,False
79,73,-1,False
108,78,1,False
70,140,1,False
200,39,0,False
43,134,0,False
56,183,0,False
182,277,0,False
50,196,0,False
137,108,1,False
94,56,-1,False
97,20,-1,False
108,65,0,False
42,163,1,False
112,203,1,False
142,184,1,False
130,141,0,False
107,225,0,False
81,89,0,True
64,118,0,False
186,203,0,False
150,102,0,True
119,205,1,False
92,150,0,False
113,135,0,False
111,234,-1,False
187,23,-1,False
100,111,-1,False
129,48,1,False
76,218,0,False
39,160,0,False
171,260,0,False
157,215,0,False
51,113,0,False
117,81,1,False
